total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
566060.5690826966,440018.1612165911,20166.78525857688,69019.44587081656,48852.66061223968,36,10,Tax Agent,396016.34509493195,46115.313254130866,17.005592188553102,0,CLM_162780,TPIN_12906492,2024-02-13,2024-05-12,2024-06-08,,56
263634.0594539505,169187.38785837137,15111.46745529266,28502.320625797445,13390.853170504784,10,18,Tax Agent,152268.64907253423,15654.079842438437,8.440602488040675,0,CLM_761334,TPIN_32367456,2024-08-01,2024-10-29,2024-11-23,,35
851638.400017272,543373.8275689791,49322.33159172686,82782.790944233,33460.459352506135,17,15,Self,489036.44481208123,52074.589153300505,6.778935333723302,0,CLM_242482,TPIN_30658359,2024-07-10,2024-10-07,2024-10-30,,52
522441.7973844511,316504.9135991514,32949.90140564795,60896.45995842632,27946.55855277837,16,8,Self,284854.4222392363,7096.453804332133,7.8939301331732,0,CLM_570336,TPIN_25603533,2024-09-29,2024-12-27,2025-01-25,,42
329372.7301422644,177643.2191990504,24276.72175091424,37538.93345823901,13262.211707324768,10,12,Self,159878.89727914537,8327.774494743422,15.273765945688199,0,CLM_726787,TPIN_12942609,2024-05-19,2024-08-16,2024-08-27,,58
1349984.1164030936,821653.7513478326,84532.85840884176,137457.5173984699,52924.65898962815,41,22,Tax Agent,739488.3762130494,56144.51820039594,19.167849131830888,0,CLM_322261,TPIN_71818464,2024-06-30,2024-09-27,2024-10-10,,11
307071.46729238285,255707.51467098214,8218.232419424114,37577.919064362,29359.686644937887,14,21,Tax Agent,230136.76320388392,28642.985447756717,2.648672794985374,0,CLM_998212,TPIN_64682499,2024-05-05,2024-08-02,2024-08-14,,11
813959.1137513128,430591.637209841,61338.796246635495,101037.72330041426,39698.92705377877,35,9,Tax Agent,387532.4734888569,62453.38793304585,6.728055235948721,0,CLM_752329,TPIN_46753179,2024-09-02,2024-11-30,2024-12-28,,17
203592.87097278668,173100.87798471388,4878.718878091649,23740.049928835015,18861.331050743367,10,11,Tax Agent,155790.7901862425,2741.5597473531693,19.063296501525105,0,CLM_641632,TPIN_42487630,2024-04-07,2024-07-05,2024-08-02,,21
1811552.754048437,1289929.5228945941,83459.71698461488,376802.97284207493,293343.2558574601,11,9,Self,1031943.6183156753,71111.89707857156,2.33512632253072,1,CLM_182102,TPIN_82123005,2024-12-29,2025-03-28,2025-04-15,carousel,13
1359600.7596493056,989600.9554407959,59199.96867336156,282796.95800705557,223596.98933369401,48,14,Tax Agent,791680.7643526368,51337.53964133945,2.142180909873322,1,CLM_490877,TPIN_83407884,2024-07-16,2024-10-13,2024-11-06,carousel,26
451672.56235663,324928.4393890343,20279.05967481531,48512.456850559036,28233.397175743725,10,10,Tax Agent,292435.5954501309,31443.327368368802,17.666458963202444,0,CLM_659408,TPIN_45835752,2024-11-22,2025-02-19,2025-03-19,,56
208986.8736132384,174026.32056787738,5593.688487257762,28258.960934781353,22665.272447523592,10,14,Tax Agent,156623.68851108965,1084.267319292788,11.051175115983563,0,CLM_508224,TPIN_64089302,2024-04-17,2024-07-15,2024-08-13,,49
788778.307729697,618213.760344038,27290.327581705435,77660.16477139157,50369.837189686135,17,19,Tax Agent,556392.3843096342,71579.3460863406,5.586075967807548,0,CLM_205461,TPIN_29572502,2024-04-21,2024-07-19,2024-08-17,,27
462696.94902902155,415992.3816201518,7472.730785419159,47456.31712648925,39983.58634107009,62,10,Tax Agent,374393.14345813665,38135.61725606916,9.715661134016873,0,CLM_570452,TPIN_23143868,2024-11-29,2025-02-26,2025-03-22,,24
362038.4307450915,265633.0185858966,15424.86594547119,48745.06714848591,33320.20120301472,10,6,Self,212506.4148687173,8952.624334255835,0.5768014698642878,1,CLM_676304,TPIN_36464337,2024-09-04,2024-12-02,2024-12-11,fake_exports,11
439817.50382164883,65949.17332724556,59009.25169000495,49040.81874593144,0.0,58,22,Tax Agent,59354.25599452101,31297.75344554397,13.620874031203293,0,CLM_712404,TPIN_18507841,2024-03-16,2024-06-13,2024-06-26,,52
5892936.738415939,1191848.884218659,752174.0566715647,759924.2142503208,7750.157578756101,221,23,Tax Agent,1072663.9957967931,302062.4890269723,4.513491186138421,0,CLM_676981,TPIN_66206758,2024-04-05,2024-07-03,2024-07-26,,51
1443676.3679514,66116.69535670977,218996.72855191038,179603.34580841698,0.0,236,20,Tax Agent,59505.02582103879,51959.93885781246,14.3179157081948,0,CLM_450500,TPIN_50140674,2024-12-17,2025-03-16,2025-04-10,,39
110643.34643107365,87860.93066926474,3645.1865218894254,13390.72125986916,9745.534737979735,10,12,Self,79074.83760233826,3140.0354128372232,14.409508409683843,0,CLM_166617,TPIN_30860717,2024-03-13,2024-06-10,2024-07-09,,15
468000.421994983,63950.90468932695,64647.922768904966,214039.89848166963,149391.97571276466,6,5,Self,51160.72375146156,11464.047348652235,2.724069174768211,1,CLM_429705,TPIN_97686692,2024-11-15,2025-02-12,2025-02-24,inflated_inputs,11
848267.8252754076,667992.3818741478,28844.070944201576,99997.58840155712,71153.51745735554,33,17,Tax Agent,601193.1436867331,16969.532794908842,10.398912786671277,0,CLM_472659,TPIN_76249374,2024-12-05,2025-03-04,2025-03-28,,22
298022.3782618339,249925.6782994423,7695.471993982657,34632.17578370951,26936.70378972685,10,9,Self,224933.1104694981,10471.19312622708,4.965212159979033,0,CLM_906180,TPIN_36249509,2024-10-30,2025-01-27,2025-02-12,,46
487694.39890684356,381545.1888534,16983.87360855097,53372.565880493916,36388.69227194294,41,17,Tax Agent,343390.66996806,15130.12673534836,3.381801268609653,0,CLM_466709,TPIN_50880497,2024-11-11,2025-02-08,2025-02-24,,35
90932.3762046253,69310.41328755382,3459.5140667314363,8132.486077640729,4672.972010909292,9,4,Self,55448.330630043056,2356.180141840593,0.27189871736681104,1,CLM_436314,TPIN_33261692,2024-06-16,2024-09-13,2024-10-02,ghost_business,21
358883.653797964,202537.19123921864,25015.434009399258,47807.7085280541,22792.27451865484,11,27,Tax Agent,182283.47211529678,16845.796963954796,3.5215870752843026,0,CLM_459512,TPIN_14343975,2024-01-01,2024-03-30,2024-04-25,,20
338751.7149344688,294696.6825165855,7048.805186861326,44991.32731597031,37942.522129108984,18,10,Tax Agent,265227.01426492695,28238.599008797726,2.1539858621270636,0,CLM_230374,TPIN_55131515,2024-06-16,2024-09-13,2024-09-24,,39
1578950.9135376704,1180263.902048881,63789.92183820631,156738.02127374723,92948.09943554092,106,13,Self,1062237.5118439929,76867.78499805265,10.33758985356057,0,CLM_437547,TPIN_38107874,2024-02-19,2024-05-18,2024-05-28,,13
696047.3806224695,396294.06296375964,47960.53082539357,76311.19743947909,28350.666614085516,29,14,Tax Agent,356664.6566673837,44880.68980349307,14.585756195672786,0,CLM_807508,TPIN_28455791,2024-11-14,2025-02-11,2025-02-24,,53
362554.3437539069,258885.89313529394,16586.952098978072,35994.738734939936,19407.786635961864,55,19,Tax Agent,232997.30382176454,5663.153520114911,19.866472318779742,0,CLM_700198,TPIN_46635794,2024-01-09,2024-04-07,2024-04-15,,39
2941151.9052746017,652697.7826808405,415018.9712735549,319958.131437786,0.0,109,28,Tax Agent,587428.0044127564,48809.855648884506,13.424082918570946,0,CLM_494341,TPIN_57384057,2024-09-16,2024-12-14,2024-12-24,,51
242113.58969476903,187154.94084227277,8793.383816399402,29656.32081327752,20862.936996878117,10,19,Tax Agent,168439.4467580455,16147.42654743352,8.17493118535371,0,CLM_109472,TPIN_61187343,2024-11-21,2025-02-18,2025-03-10,,58
361373.0750010516,62544.02063666574,40483.49222444094,36513.8959564624,0.0,17,29,Tax Agent,56289.61857299916,31551.575892540648,3.0475598623451665,0,CLM_637151,TPIN_84290240,2024-04-16,2024-07-14,2024-08-07,,48
1385469.7584876027,1210707.685318697,27961.93170702491,133479.99211210528,105518.06040508037,193,16,Tax Agent,1089636.9167868274,93677.40005570366,4.051014850001783,0,CLM_928449,TPIN_19205053,2024-09-29,2024-12-27,2025-01-05,,59
299258.8628313396,40841.35558227852,33130.400877304215,28836.624122198897,0.0,10,18,Self,36757.22002405067,18092.07355197487,5.739141479632006,0,CLM_437265,TPIN_34239388,2024-07-12,2024-10-09,2024-10-27,,34
9319455.214162372,8347190.6144285705,155562.33595740824,1220496.9403523237,1064934.6043949155,186,19,Tax Agent,7512471.552985714,639547.554294584,15.21890554438911,0,CLM_309944,TPIN_98268733,2024-05-28,2024-08-25,2024-09-09,,25
312467.8112004128,273297.55785190803,6267.240535760764,30488.653476742176,24221.412940981412,29,13,Tax Agent,245967.80206671724,3228.0723709938475,3.594000516018345,0,CLM_950610,TPIN_54336333,2024-09-07,2024-12-05,2024-12-29,,40
305926.94157187606,32969.74980330909,39953.484924791606,36624.97201017719,0.0,13,9,Self,29672.77482297818,18001.127730014516,2.1625472743319047,0,CLM_448619,TPIN_35227191,2024-02-10,2024-05-09,2024-06-04,,23
720050.8637504899,602228.9105547299,18851.512511321605,73336.35928264243,54484.84677132082,15,26,Tax Agent,542006.0194992569,63385.44842848301,15.598168567854641,0,CLM_248055,TPIN_61762536,2024-08-25,2024-11-22,2024-12-11,,48
187664.62149518606,147936.18764154823,6356.549416582054,22754.630457652995,16398.081041070942,19,21,Self,133142.5688773934,13587.083594018484,16.203331691870485,0,CLM_839628,TPIN_88973301,2024-12-21,2025-03-20,2025-03-28,,26
296438.29175326606,258151.58231066843,6125.8735108156225,29707.77942984383,23581.90591902821,10,21,Tax Agent,232336.4240796016,27391.69470031208,9.357990702124377,0,CLM_375796,TPIN_28093039,2024-09-16,2024-12-14,2025-01-09,,48
6304175.705085401,5366635.524424587,150006.42890573025,643455.5249275995,493449.0960218692,160,17,Self,4829971.971982129,72794.17513481143,14.823097435153784,0,CLM_834799,TPIN_36036719,2024-08-04,2024-11-01,2024-11-06,,52
349255.1414991302,37307.500481121,49379.98783764486,44549.78389456784,0.0,10,29,Tax Agent,33576.7504330089,28018.965061132083,15.736701039420101,0,CLM_513841,TPIN_59967619,2024-05-16,2024-08-13,2024-08-25,,35
225920.33045361468,141886.38161811675,13445.431813679668,28017.60135252828,14572.169538848611,22,28,Tax Agent,127697.74345630508,6055.409624031401,10.643421391796503,0,CLM_219271,TPIN_62669970,2024-02-10,2024-05-09,2024-05-16,,40
6017296.0861092275,5333343.195443022,109432.46250659287,804304.2526634908,694871.790156898,136,21,Tax Agent,4800008.87589872,155098.94501732642,17.473979857996554,0,CLM_577799,TPIN_61385228,2024-04-25,2024-07-23,2024-08-16,,53
326008.79714360647,252837.46604830728,11707.412975247871,42685.28265849537,30977.869683247503,10,12,Tax Agent,227553.71944347656,304.21901552321145,10.308034539556218,0,CLM_515872,TPIN_43121540,2024-07-07,2024-10-04,2024-10-09,,14
221393.6834206243,160205.89681280282,9790.045857251436,27182.703844676857,17392.65798742542,35,22,Tax Agent,144185.30713152254,12409.309322695366,5.355297453225999,0,CLM_722041,TPIN_43525122,2024-04-27,2024-07-25,2024-08-19,,23
86681.06024582281,35289.41607163692,8222.663067869742,21578.26812024574,13355.605052375997,4,4,Self,28231.53285730954,4181.2237262633125,0.1877409885827522,1,CLM_789872,TPIN_16106023,2024-03-15,2024-06-12,2024-06-17,ghost_business,7
481056.85232034454,325961.8553036553,24815.199522670275,49543.24843732539,24728.048914655115,34,21,Self,293365.6697732898,32596.950235789856,3.2575145723239105,0,CLM_737547,TPIN_13246532,2024-09-16,2024-12-14,2024-12-23,,29
137586.58705831697,110056.85810402936,4404.756632686018,9995.025962841306,5590.269330155288,7,1,Self,88045.4864832235,1015.9203570204487,0.6800389109278986,1,CLM_538018,TPIN_20218677,2024-01-13,2024-04-11,2024-04-29,ghost_business,14
4811143.110756101,3469158.523552651,214717.533952552,585445.6420491039,370728.10809655185,203,28,Tax Agent,3122242.671197386,119256.48521111015,12.020522074775359,0,CLM_260749,TPIN_78107908,2024-07-22,2024-10-19,2024-11-10,,10
746277.4460845381,409993.95523756655,53805.35853551545,100898.26126550288,47092.90272998743,32,11,Self,368994.5597138099,15376.939328507173,3.9314217866721055,0,CLM_490449,TPIN_89680765,2024-06-14,2024-09-11,2024-09-26,,27
1524473.0951256985,1037829.9407868799,77862.90469421099,189875.1030600558,112012.1983658448,33,13,Tax Agent,934046.9467081919,88036.22828008591,9.897404156990103,0,CLM_692016,TPIN_80790126,2024-03-18,2024-06-15,2024-06-23,,17
3958493.850273085,2575191.2505699885,221328.41595249542,427689.4797169206,206361.06376442517,398,15,Self,2317672.1255129897,345811.7241779168,10.052632603853697,0,CLM_873790,TPIN_65833373,2024-08-25,2024-11-22,2024-12-05,,50
1612530.4163429984,1257029.2859943516,56880.18085578349,180767.8875449411,123887.70668915761,108,29,Self,1131326.3573949165,84769.14085359767,19.71923925266394,0,CLM_307980,TPIN_25985249,2024-05-07,2024-08-04,2024-08-25,,20
383248.73396025016,54692.02620390414,58475.77581154991,47130.39096982169,0.0,54,24,Tax Agent,49222.82358351373,34898.84882593927,13.072324529741596,0,CLM_479593,TPIN_15478878,2024-10-12,2025-01-09,2025-01-20,,21
249282.94764205074,36887.45669357088,32595.320998552703,29705.850358325682,0.0,10,9,Tax Agent,33198.71102421379,10533.186219704778,7.365036292306572,0,CLM_576984,TPIN_65945552,2024-12-21,2025-03-20,2025-04-04,,40
256851.25878770894,55778.1562173303,32171.696411260582,34003.1387932218,1831.4423819612166,41,11,Tax Agent,50200.34059559727,6552.568092477826,18.515739468739447,0,CLM_350537,TPIN_21712686,2024-04-02,2024-06-30,2024-07-20,,13
280534.69006163895,183379.2636674967,15544.868223062758,31782.716510141378,16237.84828707862,10,12,Tax Agent,165041.33730074705,16390.749897903584,2.7419248271305916,0,CLM_550281,TPIN_52849684,2024-08-23,2024-11-20,2024-11-29,,11
1298179.79030706,874576.8166537748,67776.47578452561,144738.39663214405,76961.92084761844,30,29,Self,787119.1349883974,38594.96295609037,9.54560013087322,0,CLM_454347,TPIN_42334141,2024-07-04,2024-10-01,2024-10-07,,34
999145.5730035191,610146.2056663072,62239.8987739539,122133.50503039964,59893.60625644574,96,13,Self,549131.5850996765,69342.69564467567,5.43346874670445,0,CLM_503125,TPIN_65665995,2024-03-16,2024-06-13,2024-07-06,,42
330062.13165117335,14752.070046022161,40085.02918350644,35151.98102537365,0.0,28,8,Tax Agent,13276.863041419945,11472.296415134748,14.956170724429123,0,CLM_703546,TPIN_13257030,2024-05-17,2024-08-14,2024-08-30,,40
386437.3929959846,45706.83740765182,55602.07654952078,47563.98141102918,0.0,10,25,Tax Agent,41136.15366688664,34027.68058204023,7.113088317434874,0,CLM_537513,TPIN_18242909,2024-02-28,2024-05-27,2024-06-06,,16
178909.16771525983,9977.285279613496,27029.101189703415,77869.95674834723,50840.855558643816,8,5,Self,7981.828223690797,5740.766499957239,2.340864656723317,1,CLM_666829,TPIN_17219612,2024-06-27,2024-09-24,2024-10-14,inflated_inputs,5
1060206.478945008,848479.9916641599,33876.237964935695,220522.94762056167,186646.70965562598,31,12,Self,678783.993331328,1256.622605363932,1.8122254404684734,1,CLM_327870,TPIN_61731380,2024-04-29,2024-07-27,2024-08-02,carousel,27
1149620.3054031967,663120.3028158147,77840.00041398112,151953.3788486682,74113.37843468707,82,17,Tax Agent,596808.2725342333,27912.953438263674,2.0533289700871427,0,CLM_265384,TPIN_42259441,2024-02-24,2024-05-23,2024-05-30,,28
321359.27811470116,177749.8216435,22977.513035392185,35256.121083769765,12278.60804837758,11,17,Tax Agent,159974.83947915002,4749.1802451398835,19.236878680091078,0,CLM_987442,TPIN_97112616,2024-02-14,2024-05-13,2024-06-08,,24
1263221.11525814,953142.0774770376,49612.6460449764,133924.77337792257,84312.12733294617,40,13,Tax Agent,857827.8697293338,79726.76390147525,18.05683799318804,0,CLM_673665,TPIN_37180308,2024-07-13,2024-10-10,2024-10-31,,12
1851026.8224314174,1432057.1102334126,67035.15395168077,185459.99331942783,118424.83936774706,64,23,Tax Agent,1288851.3992100714,181048.58538231102,12.356870664978954,0,CLM_943595,TPIN_80377455,2024-07-13,2024-10-10,2024-11-01,,19
9249146.038126132,5649025.03601099,576019.3603384227,1251787.3689711476,675768.0086327249,500,8,Tax Agent,5084122.5324098915,677625.0278424817,8.546476245610524,0,CLM_379215,TPIN_12843236,2024-09-24,2024-12-22,2024-12-28,,35
1129804.3863054602,842058.2792767581,46039.37712459235,142882.96704744996,96843.58992285762,38,19,Tax Agent,757852.4513490823,18256.226825840677,7.56727514701454,0,CLM_847590,TPIN_85400378,2024-12-25,2025-03-24,2025-03-29,,46
454515.28658228705,254777.84780595306,31957.990204213438,46394.85099779836,14436.860793584925,22,24,Tax Agent,229300.06302535775,19461.614613866084,19.373773493823233,0,CLM_887163,TPIN_92969705,2024-12-06,2025-03-05,2025-04-01,,14
9620773.992438491,6217226.089061079,544567.6645403861,1068360.7027275427,523793.03818715666,250,15,Tax Agent,5595503.480154971,414415.16872181976,18.557781098154337,0,CLM_641007,TPIN_10670712,2024-04-22,2024-07-20,2024-07-25,,35
1581902.4402281258,1030154.3371539755,88279.69649186404,156761.61295366823,68481.91646180418,285,21,Tax Agent,927138.903438578,75859.17090411068,12.94169619784733,0,CLM_627343,TPIN_41360634,2024-11-22,2025-02-19,2025-03-02,,26
536083.1130508236,453458.83886509197,13219.883869717056,66461.66958121253,53241.78571149547,11,8,Self,362767.0710920736,5505.743257414605,1.7688531508801835,1,CLM_438322,TPIN_38467486,2024-01-02,2024-03-31,2024-04-26,fake_exports,20
178989.4334742732,33649.58243781544,23882.57212648911,22085.671999881528,0.0,10,17,Tax Agent,30284.6241940339,5019.99536107588,9.348275348233376,0,CLM_726854,TPIN_11119816,2024-11-19,2025-02-16,2025-02-27,,59
448468.132784389,36628.303287364586,54036.5689656494,44503.64090378425,0.0,13,14,Tax Agent,32965.47295862813,30425.27405845447,19.870660320599693,0,CLM_506743,TPIN_34568603,2024-07-14,2024-10-11,2024-10-26,,41
860393.8767483972,473112.5063547207,61965.01926298825,102772.60883545496,40807.589572466706,21,26,Tax Agent,425801.2557192486,43754.374833304544,9.532090949158246,0,CLM_921929,TPIN_83756026,2024-10-27,2025-01-24,2025-02-04,,45
1299545.8422323833,721455.2572875518,92494.49359117306,155490.29125101294,62995.79765983988,67,18,Self,649309.7315587966,113959.63518876219,13.54682664315718,0,CLM_231458,TPIN_66838296,2024-09-27,2024-12-25,2025-01-03,,21
5534371.923540844,4411538.258131305,179653.38646552622,652390.8437161952,472737.457250669,334,29,Tax Agent,3970384.4323181743,37387.36289203515,5.656880690555761,0,CLM_295346,TPIN_77135986,2024-10-04,2025-01-01,2025-01-18,,12
857354.2286059691,558216.0974349322,47862.1009873659,100630.32270184394,52768.22171447804,31,29,Tax Agent,502394.48769143905,4585.584533460182,3.799727968913541,0,CLM_295004,TPIN_24573458,2024-09-24,2024-12-22,2025-01-12,,12
423991.49747338897,252408.8664367928,27453.220965855387,44508.6427819596,17055.42181610421,15,22,Tax Agent,227167.9797931135,7719.321864930847,5.337359306732978,0,CLM_819701,TPIN_44436241,2024-07-06,2024-10-03,2024-10-10,,22
